[20:49:09.752][CONSTRUCT][CLIENT][INFO] Starting building internal Registries
[20:49:10.949][CONSTRUCT][CLIENT][INFO] The following mods have explicit CraftTweaker support:
'aquaculture' at version '1.16.5-2.1.23'
'ars_nouveau' at version '1.25.10'
'atum' at version '1.16.5-2.2.12'
'champions' at version '1.16.5-2.0.1.15'
'crafttweaker' at version '7.1.2.520'
'farmersdelight' at version '1.16.5-0.6.0'
'gamestages' at version '7.3.14'
[20:49:12.408][CONSTRUCT][CLIENT][INFO] Completed building internal Registries
[20:49:47.188][COMMON_SETUP][CLIENT][INFO] Started loading Scripts for Loader 'setupCommon'!
[20:49:48.291][COMMON_SETUP][CLIENT][INFO] Finished loading Scripts!
[20:50:21.994][DONE][CLIENT][INFO] Started loading Scripts for Loader 'crafttweaker'!
[20:50:22.171][DONE][CLIENT][INFO] Loading file: 'gamestages\bosskills.zs' with priority: 11
[20:50:22.179][DONE][CLIENT][INFO] Loading file: 'tags.zs' with priority: 11
[20:50:22.188][DONE][CLIENT][INFO] Loading file: 'armorDurabilityBuff.zs' with priority: 10
[20:50:22.189][DONE][CLIENT][INFO] Loading file: 'craftingTable.zs' with priority: 10
[20:50:22.193][DONE][CLIENT][INFO] Loading file: 'disablebuddycard.zs' with priority: 10
[20:50:22.193][DONE][CLIENT][INFO] Loading file: 'enchantDupeFix.zs' with priority: 10
[20:50:22.196][DONE][CLIENT][INFO] Loading file: 'endLock.zs' with priority: 10
[20:50:22.200][DONE][CLIENT][INFO] Loading file: 'examples\crafttweaker_crafting_recipes.zs' with priority: 10
[20:50:22.200][DONE][CLIENT][INFO] Loading file: 'examples\crafttweaker_events.zs' with priority: 10
[20:50:22.201][DONE][CLIENT][INFO] Loading file: 'examples\crafttweaker_hello_world.zs' with priority: 10
[20:50:22.201][DONE][CLIENT][INFO] Loading file: 'examples\crafttweaker_loot_modifiers.zs' with priority: 10
[20:50:22.201][DONE][CLIENT][INFO] Loading file: 'examples\crafttweaker_tags.zs' with priority: 10
[20:50:22.201][DONE][CLIENT][INFO] Loading file: 'furnace.zs' with priority: 10
[20:50:22.201][DONE][CLIENT][INFO] Loading file: 'gamestages\endlock.zs' with priority: 10
[20:50:22.201][DONE][CLIENT][INFO] Loading file: 'inconsistancyTweaks.zs' with priority: 10
[20:50:22.202][DONE][CLIENT][INFO] Loading file: 'item_attributes.zs' with priority: 10
[20:50:22.208][DONE][CLIENT][INFO] Loading file: 'jei-hide.zs' with priority: 10
[20:50:22.208][DONE][CLIENT][INFO] Loading file: 'ladder.zs' with priority: 10
[20:50:22.213][DONE][CLIENT][INFO] Loading file: 'magicTome.zs' with priority: 10
[20:50:22.215][DONE][CLIENT][INFO] Loading file: 'noflying.zs' with priority: 10
[20:50:22.217][DONE][CLIENT][INFO] Loading file: 'nu_tweaks.zs' with priority: 10
[20:50:22.218][DONE][CLIENT][INFO] Loading file: 'potionCharm.zs' with priority: 10
[20:50:22.223][DONE][CLIENT][INFO] Loading file: 'spartanreachFix.zs' with priority: 10
[20:50:22.223][DONE][CLIENT][INFO] Loading file: 'spawnItems.zs' with priority: 10
[20:50:22.224][DONE][CLIENT][INFO] Loading file: 'stackSize.zs' with priority: 10
[20:50:22.224][DONE][CLIENT][INFO] Loading file: 'titles.zs' with priority: 10
[20:50:22.226][DONE][CLIENT][INFO] Loading file: 'tollBellNerf.zs' with priority: 10
[20:50:22.228][DONE][CLIENT][INFO] Loading file: 'villagertrades.zs' with priority: 10
[20:50:22.231][DONE][CLIENT][INFO] Loading file: 'yurtingBlacklist.zs' with priority: 10
[20:50:22.655][DONE][CLIENT][INFO] Registering event listener for AdvancementEvent.
[20:50:22.658][DONE][CLIENT][INFO] Registering event listener for LivingDeathEvent.
[20:50:22.661][DONE][CLIENT][INFO] Registering event listener for PlayerChangedDimensionEvent.
[20:50:22.662][DONE][CLIENT][INFO] Registering event listener for LivingDeathEvent.
[20:50:22.663][DONE][CLIENT][INFO] Registering event listener for PlayerLoggedInEvent.
[20:50:22.664][DONE][CLIENT][INFO] Registering event listener for Added.
[20:50:22.666][DONE][CLIENT][INFO] Adding tier 3 to stage Wither_Wiper
[20:50:22.671][DONE][CLIENT][INFO] Adding tier 5 to stage Ender_Ender
[20:50:22.682][DONE][CLIENT][INFO] Adding: [Block{byg:meadow_grass_block}] to tag: <tag:blocks:twilightforest:portal/edge>
[20:50:22.721][DONE][CLIENT][INFO] Adding: [blindsight_tongue] to tag: <tag:items:forge:food>
[20:50:22.721][DONE][CLIENT][INFO] Adding: [blindsight_tongue_stew] to tag: <tag:items:forge:food>
[20:50:22.722][DONE][CLIENT][INFO] Adding: [cured_jerky] to tag: <tag:items:forge:food>
[20:50:22.722][DONE][CLIENT][INFO] Adding: [spirit_eye] to tag: <tag:items:forge:food>
[20:50:22.722][DONE][CLIENT][INFO] Adding: [raw_hogchop] to tag: <tag:items:forge:food>
[20:50:22.722][DONE][CLIENT][INFO] Adding: [cooked_hogchop] to tag: <tag:items:forge:food>
[20:50:22.723][DONE][CLIENT][INFO] Adding: [netherite_apple] to tag: <tag:items:forge:food>
[20:50:22.723][DONE][CLIENT][INFO] Adding: [enchanted_netherite_apple] to tag: <tag:items:forge:food>
[20:50:22.723][DONE][CLIENT][INFO] Adding: [gold_upgraded_netherite_apple] to tag: <tag:items:forge:food>
[20:50:22.724][DONE][CLIENT][INFO] Adding: [enchanted_gold_upgraded_netherite_apple] to tag: <tag:items:forge:food>
[20:50:22.724][DONE][CLIENT][INFO] Adding: [candy] to tag: <tag:items:forge:food>
[20:50:22.724][DONE][CLIENT][INFO] Adding: [shadow_berry_raw] to tag: <tag:items:forge:food>
[20:50:22.724][DONE][CLIENT][INFO] Adding: [shadow_berry_cooked] to tag: <tag:items:forge:food>
[20:50:22.724][DONE][CLIENT][INFO] Adding: [end_fish_raw] to tag: <tag:items:forge:food>
[20:50:22.724][DONE][CLIENT][INFO] Adding: [end_fish_cooked] to tag: <tag:items:forge:food>
[20:50:22.725][DONE][CLIENT][INFO] Adding: [sweet_berry_jelly] to tag: <tag:items:forge:food>
[20:50:22.725][DONE][CLIENT][INFO] Adding: [shadow_berry_jelly] to tag: <tag:items:forge:food>
[20:50:22.725][DONE][CLIENT][INFO] Adding: [blossom_berry] to tag: <tag:items:forge:food>
[20:50:22.726][DONE][CLIENT][INFO] Adding: [amber_root_raw] to tag: <tag:items:forge:food>
[20:50:22.728][DONE][CLIENT][INFO] Adding: [chorus_mushroom_raw] to tag: <tag:items:forge:food>
[20:50:22.728][DONE][CLIENT][INFO] Adding: [chorus_mushroom_cooked] to tag: <tag:items:forge:food>
[20:50:22.728][DONE][CLIENT][INFO] Adding: [umbrella_cluster_juice] to tag: <tag:items:forge:food>
[20:50:22.729][DONE][CLIENT][INFO] Adding: [frozen_flesh] to tag: <tag:items:forge:food>
[20:50:22.729][DONE][CLIENT][INFO] Adding: [duck] to tag: <tag:items:forge:food>
[20:50:22.729][DONE][CLIENT][INFO] Adding: [cooked_duck] to tag: <tag:items:forge:food>
[20:50:22.729][DONE][CLIENT][INFO] Adding: [frog_leg] to tag: <tag:items:forge:food>
[20:50:22.729][DONE][CLIENT][INFO] Adding: [cooked_frog_leg] to tag: <tag:items:forge:food>
